PLACEID,CHANGETYPE,ATTRIBUTENAME,PRIMARYCATEGORY,CATEGORYSYSTEMTYPE,ID,PREVIOUSCATEGORYSYSTEMTYPE,PREVIOUSID
036r3gx3-fb8cc385ab7349daa39bb534e9c27d0b,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0024,navteq-lcms,300-3100-0000
036r3gx2-bfd020f44b62f516979fe21e134580da,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0000,navteq-lcms,300-3100-0000
036r650n-33b7550bb294b47b39c881fb1f71c44c,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0000,navteq-lcms,300-3100-0000
0368lxx5-bbca787fc159049715fdd6f7d212fd56,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0000,navteq-lcms,300-3100-0000
036r3grm-25eab3559396fed1f7b1144d3e1498d3,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0000,navteq-lcms,300-3100-0000
036r3gx6-7f7b52f0811455cc1c5a9439c6ef6590,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0025,navteq-lcms,300-3100-0000
036r3gx3-973d97f8641e4d53a4b024a9c21f206f,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0000,navteq-lcms,300-3100-0000
036r3gx2-3ed7e5e944a8d5083aaab7c048c74d26,UPDATE,CATEGORY,TRUE,navteq-lcms,700-7460-0115,navteq-lcms,300-3100-0000
036r3gx2-f2244d0e7ecd2fdba2c4c47974a5cf45,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0025,navteq-lcms,300-3100-0000
036r3grh-c043a68f57ba94a1d732ca6583ebbb83,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0000,navteq-lcms,300-3100-0000
036r3gwf-8b969ccd0f9f48cf864fa60ee90958f7,UPDATE,CATEGORY,TRUE,navteq-lcms,700-7460-0115,navteq-lcms,300-3100-0000
036r3grn-07a381c27d53c1c3af6c6564ec54f9c8,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0025,navteq-lcms,300-3100-0000
036r3grn-928f34ee6e40e134d318bcdabbf1e9f0,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0024,navteq-lcms,300-3100-0000
036r3gqy-bbcaa2a8fc2d4146ad1ce084185fd421,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0024,navteq-lcms,300-3100-0000
0368lxx5-f23ddaeee5da0fd2a597bf1439238da8,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0000,navteq-lcms,300-3100-0000
036r3gx0-a47f610efb1a522470b9ecfd7eabe789,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0000,navteq-lcms,300-3100-0000
036r3gx2-1bb9720372fb40aa9fddde867cdf5dbd,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0000,navteq-lcms,300-3100-0000
036r3gx2-d47d5fb807af36888976ee0c1ee48b30,UPDATE,CATEGORY,TRUE,navteq-lcms,700-7250-0136,navteq-lcms,300-3100-0000
036r3gx0-19471f2c7dde4ebf83f7df8c12426b01,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0024,navteq-lcms,300-3100-0000
036r3gx0-fe8e1efab74c4ff89591f27bb18ed2d2,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0024,navteq-lcms,300-3100-0000
036r3gx2-7b9d2b3471df435da58dc27cc47536fb,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0023,navteq-lcms,300-3100-0000
036r3gx2-eba23bda0d2475dc19493e22d84d3ba6,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0000,navteq-lcms,300-3100-0000
036r3grz-4e02c6f1e021cea6249d54fb534abc86,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0000,navteq-lcms,300-3100-0000
036r3grs-f9f0a37abc1f7eba77aedd5dcbb0f98d,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0000,navteq-lcms,300-3100-0000
036r3gx2-587352854eb7e68ed39921e81d2f01df,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0025,navteq-lcms,300-3100-0000
036r3gx2-1fb1efb359bd49eeb8445fa82bf8fdc7,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0000,navteq-lcms,300-3100-0000
036r3gx2-1685e1c9da1b5d42aa17f3677a4be950,UPDATE,CATEGORY,TRUE,navteq-lcms,550-5520-0207,navteq-lcms,300-3100-0000
036r3gx3-8be9a3d24235ee83ee06a5f50676006b,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0024,navteq-lcms,300-3100-0000
036r3gx2-b660b46a06dfea481be4dd1faaa9efb7,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0000,navteq-lcms,300-3100-0000
036r3gx6-8d3562b9e598420cbcc56e92b049f1bf,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0000,navteq-lcms,300-3100-0000
036r3grr-7db7c8b57da920187f48e524ba0a173b,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0000,navteq-lcms,300-3100-0000
036r3grw-0cc01143d4894fd3b05977421688cd80,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0024,navteq-lcms,300-3100-0000
036r3gx9-72c7861ec3271fd5f87edf17882f6a10,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0000,navteq-lcms,300-3100-0000
036r3grs-62c4b1d9a133fe3e74fa41e349fdd9e0,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0000,navteq-lcms,300-3100-0000
036r3gx2-af379998427192a4f76b317f74e56325,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0023,navteq-lcms,300-3100-0000
036r3gx6-d08a1a88cc52dfe63e4e3afaa79b6e5f,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0000,navteq-lcms,300-3100-0000
036aabd1-35d5530a2d0b0e5ec61c4c0a787e85ab,UPDATE,CATEGORY,TRUE,navteq-lcms,700-7400-0133,navteq-lcms,300-3100-0000
036r3gx1-e317277a125349c3667476d46b5498b7,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0023,navteq-lcms,300-3100-0000
036r3grx-b670fa9e0cc9011e6ee672e367f4a761,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0023,navteq-lcms,300-3100-0000
036r3gx0-0821911232b643d6db1c2468b1622d4e,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0000,navteq-lcms,300-3100-0000
036r6586-d998bb0179b4c18543a278abe581055e,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0000,navteq-lcms,300-3100-0000
036r3gr5-10214831bc34d939792618e247409241,UPDATE,CATEGORY,TRUE,navteq-lcms,550-5510-0202,navteq-lcms,300-3100-0000
036r3gx3-2b385c25abf042ea83ab22cb73137749,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0024,navteq-lcms,300-3100-0000
036r3gx2-5e1a5886d112b4945c4d67286f1479f3,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0000,navteq-lcms,300-3100-0000
036r3gxf-9dcf39a4122b73bdcd38a79ef434fe93,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0024,navteq-lcms,300-3100-0000
036r3gqs-bced2f8116c122cb8a4bcd39cbbd86fe,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0023,navteq-lcms,300-3100-0000
036r3gx6-0c2d154aaec908e7aafe5c580de3e56a,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0025,navteq-lcms,300-3100-0000
036jx7ps-6ef562e86b81093ba2c498231774aba8,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0024,navteq-lcms,300-3100-0000
036r3gqr-41ff860654837ba74c5d5597799b5509,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0023,navteq-lcms,300-3100-0000
036r3gx0-4fa139d257b21ecefea5fc0062f7f383,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0000,navteq-lcms,300-3100-0000
036r3gx6-0c1900c6fa588ed12f0237dbbeea67ae,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0000,navteq-lcms,300-3100-0000
036r6525-e221086c2af326cc3953222256c3d337,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0024,navteq-lcms,300-3100-0000
036r3gwb-e5b93dd37ce22f5537a87ffd331e596f,UPDATE,CATEGORY,TRUE,navteq-lcms,800-8200-0295,navteq-lcms,300-3100-0000
036r3gxd-f544a29208edecddf38e330c3e9ccc8f,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0023,navteq-lcms,300-3100-0000
036r3gxd-1943f4b15a0f7d36d21bf99c6e24bd92,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0000,navteq-lcms,300-3100-0000
036r3gxd-2f60887ac4b84affb56c52a029106418,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0024,navteq-lcms,300-3100-0000
036r3gqt-5d133f1713924c8586f77080c58f5eca,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0024,navteq-lcms,300-3100-0000
036r3gx2-449cc6e348dd45538e5ad80fcc224b3b,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0025,navteq-lcms,300-3100-0000
036r3grk-556ba6483518ba121c84a819c4808a32,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0000,navteq-lcms,300-3100-0000
036r3grv-87c3b6c88fdcde1e0a45daff6b304fcb,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0024,navteq-lcms,300-3100-0000
036r3gx9-4ed2daff623049f1da2212728901efb5,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0023,navteq-lcms,300-3100-0000
036r3grv-94816f898e4a46c98413b7e02855a45f,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0000,navteq-lcms,300-3100-0000
036r3grm-6074998bd9df484bba3ee429c437ad36,UPDATE,CATEGORY,TRUE,navteq-lcms,550-5520-0000,navteq-lcms,300-3100-0000
036r3gx2-5f33ee41abd53545e74c5de3a3ecdd50,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0023,navteq-lcms,300-3100-0000
036r3gx8-a2645f480fcc8bf4a2920fae120732a8,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0000,navteq-lcms,300-3100-0000
036r3gx0-e060ff0c3159d0bb9f8c096b029f082d,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0024,navteq-lcms,300-3100-0000
036aabd1-25a56d5d8885067f171dd01db754314b,UPDATE,CATEGORY,TRUE,navteq-lcms,500-5000-0053,navteq-lcms,300-3100-0000
036r3grs-ad748d4f8eea4162bd1fe7cc22651e5d,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0024,navteq-lcms,300-3100-0000
036r3gqy-a1abe3c079ca2da67e57991e7ccb3897,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0025,navteq-lcms,300-3100-0000
036r3gx0-d14aa351f8f58c04cb13742b566b151e,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0024,navteq-lcms,300-3100-0000
036805d9-88cd0e2ff84023e0c8d14c075c6420ff,UPDATE,CATEGORY,TRUE,navteq-lcms,800-8200-0000,navteq-lcms,800-8000-0157
036cca97-261897f0556764be0130889e5c20c222,UPDATE,CATEGORY,TRUE,navteq-lcms,900-9300-0221,navteq-lcms,800-8000-0157
036fe153-dc5888d0c0640f2a79f9df959fa4fb17,UPDATE,CATEGORY,TRUE,navteq-lcms,500-5000-0053,navteq-lcms,800-8000-0157
036r3grs-47f87366a67b4bf3b055c15208942d9a,UPDATE,CATEGORY,TRUE,navteq-lcms,900-9300-0221,navteq-lcms,800-8000-0157
0366013c-c62df20a4e6eda0ddde94660dbea2e4f,UPDATE,CATEGORY,TRUE,navteq-lcms,800-8000-0158,navteq-lcms,800-8000-0157
036r3gqy-c17b9fc5bf644777bc911537a177c72e,UPDATE,CATEGORY,TRUE,navteq-lcms,550-5520-0000,navteq-lcms,800-8000-0157
036r3gxf-9b9d46a5984839e46308effad5e5f628,UPDATE,CATEGORY,TRUE,navteq-lcms,800-8500-0177,navteq-lcms,800-8500-0000
036r3grk-60dee395c5814a89b2c71c82c7533875,UPDATE,CATEGORY,TRUE,navteq-lcms,400-4100-0348,navteq-lcms,800-8500-0000
036r3grv-ccb942c475952855aa52eccfb7f9a771,UPDATE,CATEGORY,TRUE,navteq-lcms,800-8500-0177,navteq-lcms,800-8500-0000
036r6526-2fc79d06fa84ad8dc5a8bf2736baaccf,UPDATE,CATEGORY,TRUE,navteq-lcms,800-8500-0177,navteq-lcms,800-8500-0000
036r3gxb-e8726dfc3d49b68be1f2da37c816e449,UPDATE,CATEGORY,TRUE,navteq-lcms,400-4100-0348,navteq-lcms,800-8500-0000
036r3grk-9df2b42787554d879f9a6124e7e982a4,UPDATE,CATEGORY,TRUE,navteq-lcms,400-4100-0348,navteq-lcms,800-8500-0000
036r3gx0-82f98fed2dd7944d1434f0f636123120,UPDATE,CATEGORY,TRUE,navteq-lcms,400-4100-0348,navteq-lcms,800-8500-0000
036r3grs-e342cf80ddfe4edbf0f9cd3178fc412f,UPDATE,CATEGORY,TRUE,navteq-lcms,800-8500-0177,navteq-lcms,800-8500-0000
036r3gx8-c992a771733d79b5d37ab632f224a4a4,UPDATE,CATEGORY,TRUE,navteq-lcms,800-8500-0177,navteq-lcms,800-8500-0000
036r3gqz-fb419b290c9d65e2e7516bf41da1f646,UPDATE,CATEGORY,TRUE,navteq-lcms,800-8500-0177,navteq-lcms,800-8500-0000
036r3gr4-30f3fba7bc5b8e801ef8d3a2635264c5,UPDATE,CATEGORY,TRUE,navteq-lcms,800-8500-0000,navteq-lcms,800-8500-0000
036r3gr4-ccc3b86e35f88dc1c531b0cfe0e1eb5a,UPDATE,CATEGORY,TRUE,navteq-lcms,800-8500-0177,navteq-lcms,800-8500-0000
036r3gx0-78c51312608bf4c36dd74a20a484840f,UPDATE,CATEGORY,TRUE,navteq-lcms,400-4100-0348,navteq-lcms,800-8500-0000
036r3gqy-48a83689a70e48bca41c749006c2969b,UPDATE,CATEGORY,TRUE,navteq-lcms,400-4100-0348,navteq-lcms,800-8500-0000
036r3gx8-2fe8968c7d5a04e20cbfa77a48595bc0,UPDATE,CATEGORY,TRUE,navteq-lcms,400-4100-0348,navteq-lcms,800-8500-0000
036r652p-e00365f5f8d8426f238e81f38c53f7c1,UPDATE,CATEGORY,TRUE,navteq-lcms,400-4100-0348,navteq-lcms,800-8500-0000
036r3gwc-98c8f081c0d0c48cd1fbcdaaa4d923af,UPDATE,CATEGORY,TRUE,navteq-lcms,800-8500-0177,navteq-lcms,800-8500-0000
036r3gx0-0f2dd80bc795a6149e7d047eccf1655f,UPDATE,CATEGORY,TRUE,navteq-lcms,400-4100-0348,navteq-lcms,800-8500-0000
036r3gqy-8a05e04bd5f03b90dae967559e7b6605,UPDATE,CATEGORY,TRUE,navteq-lcms,400-4100-0348,navteq-lcms,800-8500-0000
036r3grs-3fafcfd5610e1e616561f775bd7266d7,UPDATE,CATEGORY,TRUE,navteq-lcms,400-4100-0348,navteq-lcms,800-8500-0000
036r3gry-f7373d4077d65bea10266c919418de27,UPDATE,CATEGORY,TRUE,navteq-lcms,400-4100-0348,navteq-lcms,800-8500-0000
036r652n-614d83ce4a3c2fe5a6411dd6a09ad090,UPDATE,CATEGORY,TRUE,navteq-lcms,400-4100-0348,navteq-lcms,800-8500-0000
036r3gr1-62e9a4b67a41b86cd0f76ab8976c4d9b,UPDATE,CATEGORY,TRUE,navteq-lcms,400-4100-0348,navteq-lcms,800-8500-0000
036r3grj-7b38efa255a674e7815a2f65e10a632f,UPDATE,CATEGORY,TRUE,navteq-lcms,400-4100-0348,navteq-lcms,800-8500-0000
036r3grz-bed82c29fb6b3077c250e55debed836a,UPDATE,CATEGORY,TRUE,navteq-lcms,400-4100-0348,navteq-lcms,800-8500-0000
036r3gre-2ffef8af92cc727903658f7834cb0c1a,UPDATE,CATEGORY,TRUE,navteq-lcms,400-4100-0348,navteq-lcms,800-8500-0000
036r3grv-2d6817042d3946a4b4763768eb1d4b37,UPDATE,CATEGORY,TRUE,navteq-lcms,400-4100-0348,navteq-lcms,800-8500-0000
036r3gx2-0d6f924ce0f575a8d12331dfc21721b1,UPDATE,CATEGORY,TRUE,navteq-lcms,400-4100-0348,navteq-lcms,800-8500-0000
036r3gx3-405e14cac5d192b2bb8c17b7f1a93e60,UPDATE,CATEGORY,TRUE,navteq-lcms,400-4100-0348,navteq-lcms,800-8500-0000
036r3gqy-4d8eef6f46f54c7f522268593c3f233a,UPDATE,CATEGORY,TRUE,navteq-lcms,400-4100-0348,navteq-lcms,800-8500-0000
036r3grw-1fc015bf31f5a5525c0b722205d87c7d,UPDATE,CATEGORY,TRUE,navteq-lcms,400-4100-0348,navteq-lcms,800-8500-0000
036r3grz-8a026d52ea91f92fd61ced35e1a3f6c1,UPDATE,CATEGORY,TRUE,navteq-lcms,400-4100-0348,navteq-lcms,800-8500-0000
036r3grn-3280a026d70548a99cbce09a08cba203,UPDATE,CATEGORY,TRUE,navteq-lcms,400-4100-0348,navteq-lcms,800-8500-0000
036r652n-42436523952ffee2f72081b1e9959ad8,UPDATE,CATEGORY,TRUE,navteq-lcms,400-4100-0348,navteq-lcms,800-8500-0000
036r3grt-4dc5d78c95b2409d9d4702e6db59c0b5,UPDATE,CATEGORY,TRUE,navteq-lcms,400-4100-0348,navteq-lcms,800-8500-0000
036r652p-34d620862427be1a6ce5cfdc8633851d,UPDATE,CATEGORY,TRUE,navteq-lcms,400-4100-0348,navteq-lcms,800-8500-0000
036r3gx0-5f7b5fbee998db2931d11447a35fdd1d,UPDATE,CATEGORY,TRUE,navteq-lcms,400-4100-0348,navteq-lcms,800-8500-0000
036r3gre-56e82138c1a5b896532be403f2f9bd34,UPDATE,CATEGORY,TRUE,navteq-lcms,400-4100-0348,navteq-lcms,800-8500-0000
036r3gx2-95bb06b45d3435f8ce2c74fa05aa973b,UPDATE,CATEGORY,TRUE,navteq-lcms,400-4100-0348,navteq-lcms,800-8500-0000
036r3gxd-efe76006d6fe85590f9111a46716a986,UPDATE,CATEGORY,TRUE,navteq-lcms,400-4100-0348,navteq-lcms,800-8500-0000
036r3grj-2e370ac23832492d941c2cf12e0a4040,UPDATE,CATEGORY,TRUE,navteq-lcms,400-4100-0348,navteq-lcms,800-8500-0000
036r3gre-46eace18440010d1909baa95699e0e78,UPDATE,CATEGORY,TRUE,navteq-lcms,400-4100-0348,navteq-lcms,800-8500-0000
036r3grg-268dd781720f4024948218cdef524677,UPDATE,CATEGORY,TRUE,navteq-lcms,400-4100-0348,navteq-lcms,800-8500-0000
036r3grh-ecb4e9d703a042fe99ef2cc109f2c348,UPDATE,CATEGORY,TRUE,navteq-lcms,400-4100-0348,navteq-lcms,800-8500-0000
036r3grw-0440a70c4dc6a4e1332d9aca0e0967b8,UPDATE,CATEGORY,TRUE,navteq-lcms,400-4100-0348,navteq-lcms,800-8500-0000
036r3gqz-18d25488c2064e509d10dd4330e033de,UPDATE,CATEGORY,TRUE,navteq-lcms,400-4100-0348,navteq-lcms,800-8500-0000
036r3grn-5c871ca99ae646519898318dae9fac52,UPDATE,CATEGORY,TRUE,navteq-lcms,400-4100-0348,navteq-lcms,800-8500-0000
036r3gx1-5f05d4f6f522d9de93884491e97a50ff,UPDATE,CATEGORY,TRUE,navteq-lcms,800-8500-0200,navteq-lcms,800-8500-0000
036r3gx2-edcf3fdfea1f46a451a26effc1296a6d,UPDATE,CATEGORY,TRUE,navteq-lcms,800-8500-0200,navteq-lcms,800-8500-0000
036r3gre-3027a4a9fa5c7bfd01651e361b7b1ad4,UPDATE,CATEGORY,TRUE,navteq-lcms,400-4100-0348,navteq-lcms,800-8500-0000
036r3gry-baa3b151aeea405abffc78fb3f232eb1,UPDATE,CATEGORY,TRUE,navteq-lcms,400-4100-0348,navteq-lcms,800-8500-0000
036r3gx2-f2da9c31b78b9aae679941cf2bee3f46,UPDATE,CATEGORY,TRUE,navteq-lcms,400-4100-0348,navteq-lcms,800-8500-0000
036r3gqc-b50022d2803a4780b50c1aef7c9b42a6,UPDATE,CATEGORY,TRUE,navteq-lcms,400-4100-0348,navteq-lcms,800-8500-0000
036r3grx-235cd402c46543758d8b3502445d1861,UPDATE,CATEGORY,TRUE,navteq-lcms,400-4100-0348,navteq-lcms,800-8500-0000
036r3gx1-3936f7116cf5ec7e5830c0d5d2d319f1,UPDATE,CATEGORY,TRUE,navteq-lcms,800-8500-0200,navteq-lcms,800-8500-0000
036r3gx2-a8c1ebc745588d1bd22eaceca8a5bd7d,UPDATE,CATEGORY,TRUE,navteq-lcms,400-4100-0348,navteq-lcms,800-8500-0000
036r3grb-c57921efcd54786e3419cb50464c3fc7,UPDATE,CATEGORY,TRUE,navteq-lcms,400-4100-0348,navteq-lcms,800-8500-0000
036r3gr4-6a6d1ff2cf8cd950a2f5e6dbebe0ee9e,UPDATE,CATEGORY,TRUE,navteq-lcms,800-8500-0177,navteq-lcms,800-8500-0000
036r3gry-77b64219b4bc57ce98dfde4fcc85da87,UPDATE,CATEGORY,TRUE,navteq-lcms,800-8500-0177,navteq-lcms,800-8500-0000
036r3gx8-b4c3e6cc20e167c3498916c87e9300c0,UPDATE,CATEGORY,TRUE,navteq-lcms,800-8500-0177,navteq-lcms,800-8500-0000
036r3gx0-f85de7b4f1a440d6fd65f1ab80c3078d,UPDATE,CATEGORY,TRUE,navteq-lcms,800-8500-0177,navteq-lcms,800-8500-0000
036r3gx2-95e042d813946f253358ec43c4d1af50,UPDATE,CATEGORY,TRUE,navteq-lcms,400-4100-0348,navteq-lcms,800-8500-0000
036r3gpv-03f81db522558ffebd4f9091721d845d,UPDATE,CATEGORY,TRUE,navteq-lcms,400-4100-0348,navteq-lcms,800-8500-0000
036r3grq-1afaabee40c44e9fbb02a320c5dff986,UPDATE,CATEGORY,TRUE,navteq-lcms,400-4100-0348,navteq-lcms,800-8500-0000
036r3gx3-02d2a44956deaace81106304828a5de2,UPDATE,CATEGORY,TRUE,navteq-lcms,800-8500-0177,navteq-lcms,800-8500-0000
03648151-a18367cc0756501d77d0a2771d03dec4,UPDATE,CATEGORY,TRUE,navteq-lcms,800-8500-0177,navteq-lcms,800-8500-0000
036r3grh-2126484c95e7cf2a6d29a6129980db6e,UPDATE,CATEGORY,TRUE,navteq-lcms,400-4100-0348,navteq-lcms,800-8500-0000
036bma4v-ba0d57ea6d5d0d2737a8c9ae422b5293,UPDATE,CATEGORY,TRUE,navteq-lcms,800-8500-0177,navteq-lcms,800-8500-0000
036r6582-37c71808e41f3e10204ef31fd25613cd,UPDATE,CATEGORY,TRUE,navteq-lcms,800-8500-0177,navteq-lcms,800-8500-0000
036r652h-2dab3f33e69f6e4792dd42138706dfde,UPDATE,CATEGORY,TRUE,navteq-lcms,800-8500-0177,navteq-lcms,800-8500-0000
036r652j-361e3fa25304489fb3216a48806a0068,UPDATE,CATEGORY,TRUE,navteq-lcms,400-4100-0348,navteq-lcms,800-8500-0000
036r3grw-55f1a49f6384464222f75abd4d326b57,UPDATE,CATEGORY,TRUE,navteq-lcms,800-8500-0177,navteq-lcms,800-8500-0000
036r3gre-4b39a0b27aa3e2a6dd70bb69d523ac3c,UPDATE,CATEGORY,TRUE,navteq-lcms,400-4100-0348,navteq-lcms,800-8500-0000
036r3gx2-17a501a6b3f390a322d391be374c37cc,UPDATE,CATEGORY,TRUE,navteq-lcms,800-8500-0177,navteq-lcms,800-8500-0000
036r3gx0-87811dcf482848948933c3b61d28a83f,UPDATE,CATEGORY,TRUE,navteq-lcms,800-8500-0177,navteq-lcms,800-8500-0000
0368lxx5-e6fca49ace7d0f0cbf79e13180b4d9ce,UPDATE,CATEGORY,TRUE,navteq-lcms,800-8500-0177,navteq-lcms,800-8500-0000
036r3grb-1fad44d58a214fcbac8d40470d6bac6b,UPDATE,CATEGORY,TRUE,navteq-lcms,800-8500-0177,navteq-lcms,800-8500-0000
0368daac-3db07cab44407f4d84e03a0bfea0be1e,,,,,800-8000-0154,,600-6100-0062
036r6521-35c686fde99c4761bc1ddf1578bb8f31,,,,,600-6300-0068,,600-6100-0062
036r652j-5725a7bbc92ea912ccf1f02aa3b718db,,,,,800-8000-0158,,600-6100-0062
036r3gx2-bd4863dae5aa48cc91b3914bf2a5c81f,,,,,700-7400-0292,,600-6100-0062
036e4286-f1b821da4cb4d5fa449006695062ed66,,,,,100-1000-0000,,600-6100-0062
0361ae88-658172cef883730b42c86c4d5536b9ba,,,,,600-6800-0000,,600-6100-0062
036f519e-8a426681f9c41ec450ee18724ae8e296,,,,,100-1000-0000,,600-6100-0062
036d408k-57817d16f0cd00b188b35f7e7516a94b,,,,,600-6600-0080,,600-6100-0062
036r3gx2-12a391acaa90c0c00560ea0750c5f75d,,,,,600-6800-0000,,600-6100-0062
036r3grb-ac385c35129e411e9150170a99fe1f6a,,,,,600-6600-0077,,600-6100-0062
036r3grv-7a135b3aabee8bc73eadb5ba93984ccf,,,,,700-7400-0141,,600-6100-0062
036r3gxd-5cec070036d90d0b79e3c08480765d7c,,,,,600-6900-0096,,600-6100-0062
036r3gpv-ee0fc2e1d46c45e9b2c3d782eefc4393,,,,,700-7850-0000,,600-6100-0062
036r652k-84052ef37a016bf6f76ea0c785d5118a,,,,,550-5520-0207,,300-3000-0023
036r3gnm-748be6e9eb234fb085ca7b22131a3c18,,,,,700-7200-0257,,300-3000-0023
036r3gx2-bb6f87c8e1ae4da99557fbce1bfc74f0,,,,,300-3000-0000,,300-3000-0023
036aabd1-a99ccb79bb0407b985307aad559d7422,,,,,800-8100-0171,,300-3000-0023
036r3gx2-0c15ea28b0afdd09e0dc6a23207ae39e,,,,,300-3000-0025,,300-3000-0023
036r3gr9-fc3f53e12cbfa6b8d2ec13c0f0c0a31c,,,,,800-8600-0195,,300-3000-0023
036r3grh-6bfc312304af8e0d58bf962e2772a626,,,,,550-5510-0202,,300-3000-0023
036r3gqv-e083ee9e468226e3d47181ce15871bfa,,,,,700-7250-0136,,300-3000-0023
036r3gx0-4bee5c975c9f4ab3859fe8cc2afff6bd,,,,,300-3000-0025,,300-3000-0023
036r3grj-f766f0e0cede4c499b2db9d6dabe7d6c,,,,,800-8200-0295,,300-3000-0023
036r3gx2-9570beff976843779255696ef7d092dc,,,,,600-6900-0247,,300-3000-0023
036r3gqb-fd56c67914398dd7cb1ed36fa9624d9e,,,,,550-5510-0202,,300-3000-0023
036r3gqr-fd8dcc184b1c55a1990f9b4c9b19f792,,,,,300-3000-0024,,300-3000-0023
036r3gnq-cfddb423c04745f9eb9dbad3224e3461,,,,,550-5520-0000,,300-3000-0023
036r3grw-83eb855884f08bfb3f864e77a31ec7c6,,,,,200-2000-0011,,300-3000-0023
036r3grr-a636ea27abc9b33e1454c3c6e14ad63b,,,,,300-3000-0025,,300-3000-0023
036r3gqq-d5dcb9d71f984dd950984cdf0dd84fda,,,,,550-5510-0202,,300-3000-0023
036httek-464a6c2adec80339af0a1461b923ef11,,,,,300-3000-0000,,300-3000-0023
036r3gx2-63066e801770b7b08cab97e1611241d6,,,,,600-6900-0247,,300-3000-0023
036r3gx2-71c3196dc4d4f0b389b40c4445e6ae12,,,,,300-3000-0025,,300-3000-0023
036r6524-0c70ee1deb1f8186f23fafd49ac60574,,,,,550-5510-0202,,300-3000-0023
036r3gnp-0c571b279abe761b45ab7615d8c12a78,,,,,550-5510-0202,,300-3000-0023
036r3gqc-694f11ced2476602beef334d88edf4a8,,,,,550-5510-0202,,300-3000-0023
036r3gnm-014d488d8589737a12e94347683d6449,,,,,550-5510-0203,,300-3000-0023
