PLACEID,CHANGETYPE,ATTRIBUTENAME,PRIMARY,LANGUAGECODE,NAMETYPE,BASETEXT,PREVIOUS_NAMETYPE,PREVIOUS_LANGUAGECODE,PREVIOUS_BASETEXT
036r3gry-23456342aa917b44bf290b059fbe9b2a,UPDATE,NAME,TRUE,en,OFFICIAL,Macquarie Centre,OFFICIAL,en,Macquarie Centre-Entrance Northeast
036r6584-aef890c5d3b0cfdf4a8d5b422eb713f0,UPDATE,NAME,TRUE,en,OFFICIAL,Narrabeen Street Parking Area,OFFICIAL,en,Narrabeen Street Beach Carpark
036bma4v-4774e247520c0218315db5a56471b07d,UPDATE,NAME,TRUE,en,OFFICIAL,Library & Museum,OFFICIAL,en,King St
036bma4v-300017481984078df845f9e16bd444e5,UPDATE,NAME,TRUE,en,OFFICIAL,Kings Road Car Park,OFFICIAL,en,2-6 Kings Rd
036r3gqm-156c5612cee74d29b8a798edb4d742bd,UPDATE,NAME,TRUE,en,OFFICIAL,Sutherland Park & Ride,OFFICIAL,en,Sutherland Car Park
036r3grp-b6dfcefd05e485655913b08b75346faf,UPDATE,NAME,TRUE,en,OFFICIAL,Calvert Street Parking,OFFICIAL,en,Banana Joe's Foodworks
036jx7ps-745a71a3936e07dc999c1cce5d859d0e,UPDATE,NAME,TRUE,en,OFFICIAL,Dee Why Beach Parking Area,OFFICIAL,en,Parking Lot
036bma4v-8d7ce8dd2d7201f138e7168fd097edcf,UPDATE,NAME,TRUE,en,OFFICIAL,Victoria Street Parking Area,OFFICIAL,en,41 Victoria St
036r3gxf-512234951ed704fbbeb3b370cb74c5a5,UPDATE,NAME,TRUE,en,OFFICIAL,Moore Road Parking Area,OFFICIAL,en,Moore Road
036bma4v-d3d06f0868210b630059ed906ba8e158,UPDATE,NAME,TRUE,en,OFFICIAL,Ku-Ring-Gai Council Car Park 4,OFFICIAL,en,9 Wellington Rd
036r6587-67468a799a5f16fe71d45912974ed4d1,UPDATE,NAME,TRUE,en,OFFICIAL,Birdwood Park Parking Area,OFFICIAL,en,Parking Lot
036r6584-a63780970c64cb345cc644140af999a6,UPDATE,NAME,TRUE,en,OFFICIAL,Collaroy Beach South Parking Area,OFFICIAL,en,Collaroy Beach South
036r3grs-f32033440b81efed35d10da60e503bc7,UPDATE,NAME,TRUE,en,OFFICIAL,Westfield Parking,OFFICIAL,en,Wilson Parking
036r3gr4-85ae46f32dab42b5a2c51919cf41fd4b,UPDATE,NAME,TRUE,en,OFFICIAL,Bathurst St Parking Area,OFFICIAL,en,Bathurst Street
036jx7ps-ce14b14dd4f207952aa07db193f41967,UPDATE,NAME,TRUE,en,OFFICIAL,Middle Head-Car Park 2,OFFICIAL,en,Parking Lot
036r3grm-2adeeb6afa2945a9bb8a5101da9485e9,UPDATE,NAME,TRUE,en,OFFICIAL,Waterview,OFFICIAL,en,Parking Lot
036r3gxf-007c508a400949e7bccd6f2ef3145f4c,UPDATE,NAME,TRUE,en,OFFICIAL,Moore Road Parking area,OFFICIAL,en,Parking Lot
036r3grj-4b97b44a7f3c4d0c9b4227fe2308a00e,UPDATE,NAME,TRUE,en,OFFICIAL,Al Mustafa Petroleum,OFFICIAL,en,Al Mustafa Petrol
036r3gr1-6fa8ebba729795c447aa15337c694b6a,UPDATE,NAME,TRUE,en,OFFICIAL,U GO,OFFICIAL,en,CALTEX
036cc104-d12c9e971ea9e1f301e40196c672bb6b,UPDATE,NAME,TRUE,en,OFFICIAL,Shell,OFFICIAL,en,Shell express
0361442b-0d6c8d521dd1147ba04edd2c730b6ee1,UPDATE,NAME,TRUE,en,OFFICIAL,Clovelly Automotive,OFFICIAL,en,Clovelly Automotive Services
036r3grx-cc330f13c34241c09b7640443fcd336a,UPDATE,NAME,TRUE,en,OFFICIAL,The Village Shopping Centre,OFFICIAL,en,Village Shopping Centre
036r3gr6-8d31dd55b6034c8fa3d4279c5d803989,UPDATE,NAME,TRUE,en,OFFICIAL,Market Town Wetherill Park,OFFICIAL,en,Wetherill Park Market Town
036r652h-f8922a66673978e88ba999b5b455744c,UPDATE,NAME,TRUE,en,OFFICIAL,Castle Towers,OFFICIAL,en,Castle Towers Shopping Centre
036r3gwc-81bc6e371a970b4965a8d38a2d6821cc,UPDATE,NAME,TRUE,en,OFFICIAL,Peninsula Village,OFFICIAL,en,Peninsula Village Shopping Centre
036r3gx9-de640d10050d4ad2a54dd94698b237b7,UPDATE,NAME,TRUE,en,OFFICIAL,Cremorne Town Centre,OFFICIAL,en,Cremorne Town Centre Pharmacy
036r3gpv-d8a32933d6a00ac7cbc767c693f38524,UPDATE,NAME,TRUE,en,OFFICIAL,Penrith Centre,OFFICIAL,en,Penrith Office
036r3grt-c6387509c2424540b49f11378e766155,UPDATE,NAME,TRUE,en,OFFICIAL,Marina Square,OFFICIAL,en,Wentworth Point Marine
036r6586-85418907d7c37fcd204d68d7dec0272e,UPDATE,NAME,TRUE,en,OFFICIAL,Warriewood Square,OFFICIAL,en,Centro Warriewood
036r3grb-27f4743f78259ef3a52ab168593f420c,UPDATE,NAME,TRUE,en,OFFICIAL,Eastern Creek Quarter,OFFICIAL,en,Ecq XL Shopping Centre
036r3gpu-454bc1d210e2443fa11a9b37346fde87,UPDATE,NAME,TRUE,en,OFFICIAL,Lennox Village Shopping Centre,OFFICIAL,en,Lennox Village-Northwest Entrance
036r652h-5f88a5c920edd48e2a06df38919ecdde,UPDATE,NAME,TRUE,en,OFFICIAL,Castle Towers-Ent 3,OFFICIAL,en,Castle Towers Shopping Centre-Ent 3
036r6580-fbf37f9311575e3725348c9fe70ecaa2,UPDATE,NAME,TRUE,en,OFFICIAL,Glenrose Village,OFFICIAL,en,Stockland Shopping Centre Glenrose
036r6521-515b44ad6f9f49c29346b3728d31e521,UPDATE,NAME,TRUE,en,OFFICIAL,Woodcroft Village ,OFFICIAL,en,Centro Woodcroft
036r3gqv-1b1bed368377accff6e467675edefbb4,UPDATE,NAME,TRUE,en,OFFICIAL,Roselands,OFFICIAL,en,Centro Roselands
0361ae88-658172cef883730b42c86c4d5536b9ba,UPDATE,NAME,TRUE,en,OFFICIAL,ELKA COLLECTIVE,OFFICIAL,en,Elka Collective QVB
036jx7ps-83b7df8b492608ad0072b1c0b6fa658a,UPDATE,NAME,TRUE,en,OFFICIAL,Casula Mall,OFFICIAL,en,Casula Mall Shopping Ctr-North Ent1
036r3gpv-3c78d611bd374ca99d191089521ac751,UPDATE,NAME,TRUE,en,OFFICIAL,Southlands,OFFICIAL,en,Southlands Estate Agents
036r3gnq-4091c4314d4729fd3662414393543908,UPDATE,NAME,TRUE,en,OFFICIAL,Narellan Town Centre,OFFICIAL,en,Narellan Gateway Centre
036jx7ps-f966d55b0b9e04584478fc00d2c58bfd,UPDATE,NAME,TRUE,en,OFFICIAL,Broadway Sydney,OFFICIAL,en,Broadway Shopping Centre
036r3grw-5879a3816edc7e66066aebe302f991ed,UPDATE,NAME,TRUE,en,OFFICIAL,Top Ryde City,OFFICIAL,en,Monkey Mania Top Ryde
036r3gqv-2b5443c810dda61fc264aae4e15a5497,UPDATE,NAME,TRUE,en,OFFICIAL,Roselands,OFFICIAL,en,Centro Roselands Shopping Centre
036r6521-46c7de34469871ff2823060c81512dbc,UPDATE,NAME,TRUE,en,OFFICIAL,Quakers Court,OFFICIAL,en,Quakers Court Park
036r3gqc-f44eaca7759f45dbad82e8f6b7fd590b,UPDATE,NAME,TRUE,en,OFFICIAL,Casula Mall,OFFICIAL,en,Payless Shoes Casula
036r3grr-ec6a92542f224f80976eb2e38336eb8b,UPDATE,NAME,TRUE,en,OFFICIAL,Sutton Buildings,OFFICIAL,en,Sutton Place Shopping Centre
036r3gx2-12a391acaa90c0c00560ea0750c5f75d,UPDATE,NAME,TRUE,en,OFFICIAL,Above the Clouds,OFFICIAL,en,Above the Clouds Store
036r3grv-7a135b3aabee8bc73eadb5ba93984ccf,UPDATE,NAME,TRUE,en,OFFICIAL,The Epping Club ,OFFICIAL,en,Epping Club Walk
036d488c-889fc16181e6ed2360b7cd57aa92544c,UPDATE,NAME,TRUE,en,OFFICIAL,Top Ryde City,OFFICIAL,en,Top Ryde Sushiroll
036r3gqq-c7c7ce82b7d4a70877873cc8db1b82be,UPDATE,NAME,TRUE,en,OFFICIAL,Home Co. Caringbah,OFFICIAL,en,Caringbah Super Centre
036jx7ps-961d0f61f4aa0b751e5b20385c0d72cd,UPDATE,NAME,TRUE,en,OFFICIAL,Top Ryde City,OFFICIAL,en,Top Ryde City Shopping Centre
036r3gx2-f2833cc8651524c290ddc262447cb71e,UPDATE,NAME,TRUE,en,OFFICIAL,Martin Place,OFFICIAL,en,Martin Place Shopping Circle
036jx7ps-3724ce0cba630d0304730f21d01a7b04,UPDATE,NAME,TRUE,en,OFFICIAL,Fairfield Chase,OFFICIAL,en,Fairfield Chase Shopping Centre
036r3gpv-ee0fc2e1d46c45e9b2c3d782eefc4393,UPDATE,NAME,TRUE,en,OFFICIAL,Nepean Village,OFFICIAL,en,Nepean Village Auto Service & Repair Centre
036r3gqc-1fd00e6cdcb14ebea408969e6f55fc76,UPDATE,NAME,TRUE,en,OFFICIAL,Casula Mall,OFFICIAL,en,Casula Mall Shopping Centre
036r3grf-eb7d6ea6e9b62b67eeee2b27e95196ba,UPDATE,NAME,TRUE,en,OFFICIAL,Seven Hills Plaza,OFFICIAL,en,Centro Seven Hills Shopping Center
036r3grs-d282c8dfe21544468921791f598cd871,UPDATE,NAME,TRUE,en,OFFICIAL,Auburn Megamall,OFFICIAL,en,Primewest Auburn Megamall
036r3grs-2c696c3fade6009a55102094165f660c,UPDATE,NAME,TRUE,en,OFFICIAL,Whitlam Institute,OFFICIAL,en,Female Orphan School
036r3gqv-e083ee9e468226e3d47181ce15871bfa,UPDATE,NAME,TRUE,en,OFFICIAL,Spy Amusements,OFFICIAL,en,Spywill Amusements
036r3grj-f766f0e0cede4c499b2db9d6dabe7d6c,UPDATE,NAME,TRUE,en,OFFICIAL,Yang's Tae Kwon do,OFFICIAL,en,Yang s Tae Kwondo
036r3gx2-a3a77b30c60b81fac146b81b150fddbf,UPDATE,NAME,TRUE,en,OFFICIAL,Writers Walk,OFFICIAL,en,Sydney Writers Walk
036r3gqr-fd8dcc184b1c55a1990f9b4c9b19f792,UPDATE,NAME,TRUE,en,OFFICIAL,Cronulla Art Gallery,OFFICIAL,en,Cronulla Art & Framing Gallery
036r3gnq-cfddb423c04745f9eb9dbad3224e3461,UPDATE,NAME,TRUE,en,OFFICIAL,Mount Annan Leisure Centre,OFFICIAL,en,Mt Annan Leisure Centre
036r3grw-83eb855884f08bfb3f864e77a31ec7c6,UPDATE,NAME,TRUE,en,OFFICIAL,Birdies Mini Golf & Sports Bar,OFFICIAL,en,Birdie's Mini Golf
036r3gx2-5995da40fdbbd791d4840242d1b44aaf,UPDATE,NAME,TRUE,en,OFFICIAL,Tramsheds Growers & Artisan Market,OFFICIAL,en,Tramsheds Growers Market
036r3gqc-e96c87ff667757c936e2406508900569,UPDATE,NAME,TRUE,en,OFFICIAL,Leacock Regional Park,OFFICIAL,en,Leacock Picnic Area
036aabd1-9344f53750440db48af7df418365f35d,UPDATE,NAME,TRUE,en,OFFICIAL,Spitfire Paintball Go Karts & Laser Tag,OFFICIAL,en,Spitfire Paintball
036r3gx3-161bf6573d5f8b96a1034b356d64ca51,UPDATE,NAME,TRUE,en,OFFICIAL,Redleaf Cafe,OFFICIAL,en,Redleaf House
036r3gpu-e635dd68561cadde44b39ea02eb43260,UPDATE,NAME,TRUE,en,OFFICIAL,FREAK,OFFICIAL,en,Freak Penrith
036r3gx1-f06b995801632f3b5d14a498bb431c4e,UPDATE,NAME,TRUE,en,OFFICIAL,Royal Randwick,OFFICIAL,en,Royal Randwick Racecourse
036r3gqu-6a3950faf97153ec28af25c62364cf64,UPDATE,NAME,TRUE,en,OFFICIAL,The Eid Show,OFFICIAL,en,Annual Islamic Eid Show
036r3gx6-315e95106f0742d391b68b02cd8af9d4,UPDATE,NAME,TRUE,en,OFFICIAL,Strickland Estate,OFFICIAL,en,Strictland House
036r3gqz-87b48bd56585926777f0b75ed58e8625,UPDATE,NAME,TRUE,en,OFFICIAL,Taylor Street Reserve,OFFICIAL,en,Taylor Street Playground
036r3gx2-67114618db51fc487313c728b9172a7f,UPDATE,NAME,TRUE,en,OFFICIAL,Robert Brough,OFFICIAL,en,The Robert Brough Memorial Fountain
036r3gxc-9a6ebecb92ad5479513edab6ea5736a3,UPDATE,NAME,TRUE,en,OFFICIAL,Baranbali Park,OFFICIAL,en,Baranbali Park Playground Seaforth
036r6580-abe0f6067d93538985200e9c7c2076aa,UPDATE,NAME,TRUE,en,OFFICIAL,Bare Creek Bike Park,OFFICIAL,en,Bare Creek Bike Path
036r3grq-a9b1bcc4202d8e1ca5e85f58a5decfac,UPDATE,NAME,TRUE,en,OFFICIAL,Dobroyd Canal,OFFICIAL,en,Dobroyd Canal Shoulder North
036r3gxb-f27776214b385ed1dbd960452009b13e,UPDATE,NAME,TRUE,en,OFFICIAL,Calca Reserve Playground,OFFICIAL,en,Calca Reserve
036r3gx2-385918c181fb4cecbc3c2c330e3cb51a,UPDATE,NAME,TRUE,en,OFFICIAL,Anzac Memorial,OFFICIAL,en,Anzac War Memorial
036r3grp-d56a5d08d87a2fce27a7b25bc98159fc,UPDATE,NAME,TRUE,en,OFFICIAL,Bricks 4 Kidz,OFFICIAL,en,Bricks 4 Kidz Inner West Sydney
036r6585-3047e1b1972801cd02471403159679bf,UPDATE,NAME,TRUE,en,OFFICIAL,Long Reef Golf Club,OFFICIAL,en,Long Reef Beach
036r3grn-79329b6c47253d290bd013390dea1d95,UPDATE,NAME,TRUE,en,OFFICIAL,St Pauls Cl,OFFICIAL,en,St Pauls Close Reserve
036r6526-37b67d4bc94452d8d0ae3c12d15157ba,UPDATE,NAME,TRUE,en,OFFICIAL,Village of Aberdour,OFFICIAL,en,Aberdour Village Reserve
036r3grp-41ed1d3c02cb4db0bcbf218a3476ce9a,UPDATE,NAME,TRUE,en,OFFICIAL,Men of Marrickville,OFFICIAL,en,Marrickville War Memorial
036r3gqg-6e6b7ddb0a8062adb63c7d3acd91da9b,UPDATE,NAME,TRUE,en,OFFICIAL,Merry Christmas,OFFICIAL,en,Christmas Decoration
036r3gqr-969890703c7b7acf06c81a0b1abec54e,UPDATE,NAME,TRUE,en,OFFICIAL,North Cronulla Beach,OFFICIAL,en,Cronulla Ocean Pools
036r3gx2-63689a6ec2a4780ab31a7e73530fec4d,UPDATE,NAME,TRUE,en,OFFICIAL,Harbour Tours,OFFICIAL,en,Harbour Jet
036r6520-ed09eec1d74fdedc144db2b6f676777e,UPDATE,NAME,TRUE,en,OFFICIAL,Croc's Playcentre,OFFICIAL,en,Croc's Playcentre Marsden Park
036r3gx3-fd3c96b457967c8bea59481bcc5d5c68,UPDATE,NAME,TRUE,en,OFFICIAL,Bradleys Head,OFFICIAL,en,Bradleys Head To Chowder Bay Walk
036r3gx2-9392faf0c5fc4efe8d06ebedd3f65f29,UPDATE,NAME,TRUE,en,OFFICIAL,Harbour Imagination,OFFICIAL,en,Darling Harbour
036r3gq9-477f881eb874f19e9f951393412ed8f5,UPDATE,NAME,TRUE,en,OFFICIAL,Macquarie Fields,OFFICIAL,en,Macquarie Fields Skate Park
036r3gx3-3b19e04ce5d7cface383efc4ad82a948,UPDATE,NAME,TRUE,en,OFFICIAL,Sydney Jewish Museum,OFFICIAL,en,Jewish War Memorial and Museum
036r3gx0-33c462aff8cdde6bd8dff170bbb3c33f,UPDATE,NAME,TRUE,en,OFFICIAL,Preserving Sydney Park's Brick Kilns,OFFICIAL,en,Sydney Park Brick Kilns and Chimneys
036r3gx1-2f0ae02b5fd64c358af67b574ef24793,UPDATE,NAME,TRUE,en,OFFICIAL,Centennial Parklands,OFFICIAL,en,Centennial Park
036r3gx2-1e7da54583e04902201b390dfdf8b6ca,UPDATE,NAME,TRUE,en,OFFICIAL,Mission Room Escape,OFFICIAL,en,Mission Room Escape George Street
036r6523-5b2558eef0d84a74a7ca7a161b9b13c2,UPDATE,NAME,TRUE,en,OFFICIAL,Rouse Hill Regional Park,OFFICIAL,en,Rouse Hill Picnic Area and Playground
036r3grt-f7337255404345dd44c4c138e8012684,UPDATE,NAME,TRUE,en,OFFICIAL,Pinotpetcasso,OFFICIAL,en,Pinot and Picasso
036r3grt-6c1cfcf859e54697be58fca0e25ff1af,UPDATE,NAME,TRUE,en,OFFICIAL,BirdLife Australia,OFFICIAL,en,Birds Australia Discovery Centre
036r3grp-83bf2136b2922f2573bddfd43ed736fd,UPDATE,NAME,TRUE,en,OFFICIAL,Steel Park Waterplay Park,OFFICIAL,en,Waterplay Park
036r3gx0-4beda3ae19664fb9b3e34feb353412bd,UPDATE,NAME,TRUE,en,OFFICIAL,Crown Hotel,OFFICIAL,en,Crown Hotel Surry Hi
036r3gwb-ab49e1eff2af83558d885d021e926330,UPDATE,NAME,TRUE,en,OFFICIAL,Muller Denture center,OFFICIAL,en,Heidi Muller
036r3grw-8fcbd67a638919dff7c754020bf6be7d,UPDATE,NAME,TRUE,en,OFFICIAL,NOMAD,OFFICIAL,en,Nomad Bouldering Gym - Gladesville
0368lxx5-a6980cf603d80c78ba4bacc6738f2fb4,UPDATE,NAME,TRUE,en,OFFICIAL,Thorbys Arcade,OFFICIAL,en,Thorbys Arcade Family Medical Practice
036r3gx3-0c964fe1363e021a673174fb8e41bece,UPDATE,NAME,TRUE,en,OFFICIAL,the Medicine Man,OFFICIAL,en,The Medicine Man Ayurvedic Clinic
036r3gr5-eb27347f81e63dffd814fa0d5b2d47aa,UPDATE,NAME,TRUE,en,OFFICIAL,Align Dentistry,OFFICIAL,en,Align Dentistry Orthodontics Medical Centre
036r3gnp-02ae1fff503e92ea2beb8651008af066,UPDATE,NAME,TRUE,en,OFFICIAL,Lee Massage & Acupuncture,OFFICIAL,en,Lee Massage Acupuncture Campbelltown Mall
036r3gpu-230aa281878889dce58b65e7f154ee88,UPDATE,NAME,TRUE,en,OFFICIAL,Lollipop's,OFFICIAL,en,Lollipops Playland & Cafe
036r3gqx-d9c0ae3a4637e2afc3156fcafed2453d,UPDATE,NAME,TRUE,en,OFFICIAL,St. Basil's,OFFICIAL,en,Majestic Health Aged Care
036r3gx4-a2708a60783f0b8bfaa4d1bd3e52f1c9,UPDATE,NAME,TRUE,en,OFFICIAL,bondimarkets,OFFICIAL,en,Bondi Farmers Market
036r3gpz-22c7de4031794232be7c67fa332faf61,UPDATE,NAME,TRUE,en,OFFICIAL,The Doctors,OFFICIAL,en,The Doctors Mt Druitt Medical Hub
036r6520-4653aac1dadc1e329c6cfd91fc81f3f9,UPDATE,NAME,TRUE,en,OFFICIAL,Specsavers,OFFICIAL,en,Specsavers Optometrists - Plumpton Marketplace
036r3gqq-3ba471c214043b5616a4a39e68fa15d4,UPDATE,NAME,TRUE,en,OFFICIAL,Cancer Care Southside Centre,OFFICIAL,en,Southside Cancer Care Centre
036r3grj-e1eb3d9756074f3c8303585a07b11a18,UPDATE,NAME,TRUE,en,OFFICIAL,Hamze Bros Fruit Market,OFFICIAL,en,Hamze Supermarket
036r3grb-4f3495fca19348f28c8bc6f2e4052b0d,UPDATE,NAME,TRUE,en,OFFICIAL,Meredith Respiratory and Sleep Centre,OFFICIAL,en,DR.J.Janjis
036r3gxd-c6c9bec33c09bff5c012ecd594f48bc0,UPDATE,NAME,TRUE,en,OFFICIAL,Dr Pechar,OFFICIAL,en,Pelchar Dentistry
036jx7ps-288030ee39fc027387a39b4e04f12267,UPDATE,NAME,TRUE,en,OFFICIAL,SummitCare,OFFICIAL,en,Summitcare Canley Vale
036r3gx8-6db622cd8e03e0ecbd0d442855ba1b14,UPDATE,NAME,TRUE,en,OFFICIAL,Dentsply Sirona,OFFICIAL,en,Dentsply
036de246-44cf774ab9faaffe71380cc3e8417e96,UPDATE,NAME,TRUE,en,OFFICIAL,Elegance Eyewear ,OFFICIAL,en,Elegance Eyewear 2023
036r3gx9-e3016b1f4f6748a29168be0a2c011fec,UPDATE,NAME,TRUE,en,OFFICIAL,Mosman Medical Centre,OFFICIAL,en,Mosman Medical Centre - Dr Cope Elizabeth
036jx7ps-c5b046f1a3ed01e2dd3013c260cb2d0f,UPDATE,NAME,TRUE,en,OFFICIAL,Macarthur Square,OFFICIAL,en,MacArthur Square-East Entrance
036r3grd-66353b93f76031abec3e061a70481fc7,UPDATE,NAME,TRUE,en,OFFICIAL,Chipmunks Playland & Cafe,OFFICIAL,en,Chipmunks Playland & Cafe Prospect
036r3gx0-785cb0996ebf43e1afdb0ff514b6d24f,UPDATE,NAME,TRUE,en,OFFICIAL,Rosebery Eye Specialist Centre,OFFICIAL,en,The Rosebery Day Surgery
036r3gre-b929985bf934445d9d2f946161645262,UPDATE,NAME,TRUE,en,OFFICIAL,Primary Dental,OFFICIAL,en,Primary Dental Merrylands
036r3grh-5006bd658f59492fa8b01f453e47b5e5,UPDATE,NAME,TRUE,en,OFFICIAL,Chester Hill Hotel,OFFICIAL,en,Nightcap at Chester Hill Hotel
036r652k-14d6590643ab413282777ad6378a746c,UPDATE,NAME,TRUE,en,OFFICIAL,Dural Active Health Physiotherapy,OFFICIAL,en,Dural Active Health
036r3gx9-c245322dda2a4e07be6c1f93c8a5f4ff,UPDATE,NAME,TRUE,en,OFFICIAL,OPSM,OFFICIAL,en,Eyeconic Eyes Mosman
036r3gqf-81c954a07c7441058e071071bbbd34fc,UPDATE,NAME,TRUE,en,OFFICIAL,Family Medical Practice,OFFICIAL,en,Family Medical Practice - Dr Vivienne T Rodrigues
036r3grg-f2e307d65367405e95255326896eef16,UPDATE,NAME,TRUE,en,OFFICIAL,Myphysio Health Clinics,OFFICIAL,en,Myphysio Baulkham Hi
036r3grp-aa637dbe10cf04f6b5c31306aa1e00e3,UPDATE,NAME,TRUE,en,OFFICIAL,Petersham Denture Clinic,OFFICIAL,en,Alex de Matos Dental Prosthetist
036r3gx3-adaf4e1c06349fa1961df248386afdb4,UPDATE,NAME,TRUE,en,OFFICIAL,Macleay Dental,OFFICIAL,en,Molarbaby
036r3gnp-acf1f96c7099c03e18526a471a51ebef,UPDATE,NAME,TRUE,en,OFFICIAL,Logic Health,OFFICIAL,en,Logic Health - Campbelltown
036r3gx9-3c34b71d692e9ff53deca66be11197ad,UPDATE,NAME,TRUE,en,OFFICIAL,Wycombe Dental,OFFICIAL,en,Gorman C J & Stolz M K
036r3gr7-fa35263298b802e3daa69cbb13cd2e80,UPDATE,NAME,TRUE,en,OFFICIAL,Perfect Dental,OFFICIAL,en,Perfect Dental Fairfield
036r3grh-295fd1fd0a88f5e7e79b10cf21348519,UPDATE,NAME,TRUE,en,OFFICIAL,Pharmacy 4 Less,OFFICIAL,en,Pharmacy 4 Less Chester Hill
036r3grr-8f6d7e6090a548bfb1af8e8113c9c8fc,UPDATE,NAME,TRUE,en,OFFICIAL,Rodd Point Medical Practice,OFFICIAL,en,Sawrikar P
036r3gx0-ef38591856ad8140068950834a7dce5a,UPDATE,NAME,TRUE,en,OFFICIAL,4Cyte Pathology,OFFICIAL,en,4cyte Pathology Zetland
036r3gqq-2dc4c97c7464d57bad5da855d2a2bab6,UPDATE,NAME,TRUE,en,OFFICIAL,Sylvania Par 3,OFFICIAL,en,Sylvania Par Three Golf and Soccer
036r650p-ccb46047fa4e4c19a30bd732095bd71a,UPDATE,NAME,TRUE,en,OFFICIAL,Boon Dental,OFFICIAL,en,Boon Dental Ropes Crossing
036r3gx2-88982d60fe505be7799f15c1bd8bbfc1,UPDATE,NAME,TRUE,en,OFFICIAL,OPSM,OFFICIAL,en,1304 Opsm
036r3grr-de66b757349cda70e721d0cb5e45c47a,UPDATE,NAME,TRUE,en,OFFICIAL,Rozelle Medical Centre,OFFICIAL,en,Dr. David Ritchie
036r3gpv-abeaa6e9552c4c6bb56944709e2a3e2b,UPDATE,NAME,TRUE,en,OFFICIAL,Dr Jodie Ellis Clark,OFFICIAL,en,Ellis-Clark
036r3grp-687c3f00273646b3bb4160bb9339a8a0,UPDATE,NAME,TRUE,en,OFFICIAL,Southern Cross Care,OFFICIAL,en,Southern Cross Care Patrick Minahan Village
036r3gpv-6a49f10ea7e34531a1727bf1d22a3035,UPDATE,NAME,TRUE,en,OFFICIAL,Mt. Annan Doctors,OFFICIAL,en,Lee CDR
036r3gq8-4df50ebb9458c381381013bd1edeb35a,UPDATE,NAME,TRUE,en,OFFICIAL,FelixExpress,OFFICIAL,en,Java Lava Cafe
036r3gx9-a76072a0d82f4b50bc5d374cdc670180,UPDATE,NAME,TRUE,en,OFFICIAL,Harvey Galleries,OFFICIAL,en,Harvey Galleries Seaforth
036r3gx0-08f653ecdd2a45dc8f21554d1de83c59,UPDATE,NAME,TRUE,en,OFFICIAL,Dr Esin Ozme,OFFICIAL,en,Dr E Ozme
036r3gxc-c7d2c4bc0075765a68eb02477966f04f,UPDATE,NAME,TRUE,en,OFFICIAL,Orthodontix,OFFICIAL,en,Orthodontix Forestville
036r3gxc-d3743f79f9814dc08634559df5272628,UPDATE,NAME,TRUE,en,OFFICIAL,Vetmed,OFFICIAL,en,Vetmed Forest
036r3gqg-2588a0eac7054dd3a4d3a9ab751ced85,UPDATE,NAME,TRUE,en,OFFICIAL,Brighton Lakes Golf Course,OFFICIAL,en,New Brighton Golf Club
036r3gre-99ba29b6df283beb02b9695b6ff47d37,UPDATE,NAME,TRUE,en,OFFICIAL,Vedha,OFFICIAL,en,Vaikhasi Trading
036r3grr-cdac97e8b37270d923c9e6e05ddb7fde,UPDATE,NAME,TRUE,en,OFFICIAL,Prudential Dental,OFFICIAL,en,Prudential Dental Clinic Five Dock
036r3gx2-4c21bdf468d441f79675905344034165,UPDATE,NAME,TRUE,en,OFFICIAL,Holdsworth House,OFFICIAL,en,H/Worth House Gen Prac
036r3gx2-4756962a3ccd88740f96d9e010dd60d9,UPDATE,NAME,TRUE,en,OFFICIAL,Balmain Walking Tour,OFFICIAL,en,Balmain's Industrial Heritage Walk
0361r4ve-0d71841bebf60125005a4e47b5db5cf7,UPDATE,NAME,TRUE,en,OFFICIAL,Pacific Smiles Dental,OFFICIAL,en,Pacific Smiles Dental Narellan
036c915a-09d514b8641d69780fa8849b21e63080,UPDATE,NAME,TRUE,en,OFFICIAL,Wrights Road Orthodontics,OFFICIAL,en,Daniel Ao Yang Lo Cao
036r3grs-50de7c0b6811954285f68df8ed193d6f,UPDATE,NAME,TRUE,en,OFFICIAL,Art of Aesthetics,OFFICIAL,en,Art of Aesthetics Cosmetic Clinic
036r3gx0-4d9fc3bfebf848c991fd508f0032301e,UPDATE,NAME,TRUE,en,OFFICIAL,Southern Cross Veterinary Clinic,OFFICIAL,en,Southern Cross Vet Surry Hills
036r3gx1-fcc51d5177e521be0e8f681ae5ac0500,UPDATE,NAME,TRUE,en,OFFICIAL,Rudy Komon MBE,OFFICIAL,en,Rudy Komon Mbe Plaque
036r3gx1-c1973fbf941d9da8451b2a64ddd534c8,UPDATE,NAME,TRUE,en,OFFICIAL,Prince of Wales Hospital,OFFICIAL,en,Prince of Wales Hospital Acute Services Building ASB
036r3gx2-da3ebbc9256cde7aac119b200c3f304b,UPDATE,NAME,TRUE,en,OFFICIAL,Prologue,OFFICIAL,en,Dr Justin Tucker
036r3gr9-22432287ce19aba6d7b223f8985196ef,UPDATE,NAME,TRUE,en,OFFICIAL,Sydney Dragway ,OFFICIAL,en,Western Sydney International Dragway
036r6586-8f71a80be1a045ac88071a2178081323,UPDATE,NAME,TRUE,en,OFFICIAL,Warriewood Square-Ent 3,OFFICIAL,en,Centro Warriewood-Ent 3
