PLACEID,CHANGETYPE,ATTRIBUTENAME,PLACESTATUS
0368lxx5-0069d638f14f0e78d2f2703850607691,UPDATE,STATUS,INACTIVE
036r3gx2-88fa49c7fea93f363ba130dd4e5da11b,UPDATE,STATUS,INACTIVE
036r6586-52e5d2adc28b922b19536fb1529627bd,UPDATE,STATUS,INACTIVE
036r3gqv-e2c22b2ab2dafdaae1d69647af676a47,UPDATE,STATUS,INACTIVE
036r3gqr-31b9180fccda133f5056f511aeecce9a,UPDATE,STATUS,INACTIVE
036r3grh-79022fa574154508a768958b64d8375a,UPDATE,STATUS,INACTIVE
036r3gqz-df33f7ea1d6630eeebee88428b61e305,UPDATE,STATUS,INACTIVE
036r3grn-7d07131ca2944800bcd416708b79f301,UPDATE,STATUS,INACTIVE
036r3gqv-69be3cbb26e5fa65f6430d43aad099ec,UPDATE,STATUS,INACTIVE
036r3grs-33d0c7905ba060ee450c4567b5baae6a,UPDATE,STATUS,INACTIVE
036r652n-09bccb070a934f06a12cb5235c59ada2,UPDATE,STATUS,INACTIVE
036d6fb3-85a43d4d44c845d9bd84b6dd90222250,UPDATE,STATUS,INACTIVE
036r3gx1-3cd78ab8bc844cf3a66af641dc70b9fd,UPDATE,STATUS,INACTIVE
036r3gx8-eeefff46fee0ef9f02e010ed43cca3f9,UPDATE,STATUS,INACTIVE
036r3gre-9f5716e2f9e3bb09fbccb5e862593479,UPDATE,STATUS,INACTIVE
036r3gxf-1d93a1b0b3394d978f6d37701ac48434,UPDATE,STATUS,INACTIVE
036r3gx3-96641592caf6446f8aec4f3c54858b61,UPDATE,STATUS,INACTIVE
036r3grd-74e59d549e2d8e5b1467010390b99c22,UPDATE,STATUS,INACTIVE
036r3gr7-eb2b26b599c6429688ceefe36c70c2c1,UPDATE,STATUS,INACTIVE
036r3gx2-e57b39ff3c8145a286e3e0f9fc20ec47,UPDATE,STATUS,INACTIVE
036r3gx2-b00dc76c1aa486456de4f4cc70870950,UPDATE,STATUS,INACTIVE
036r3gr4-2a975afc8d9e4b5ab7b81c483e661beb,UPDATE,STATUS,INACTIVE
036r3gnp-03c4cd8105b843be9533b1892d1f4fd2,UPDATE,STATUS,INACTIVE
036r3gqv-a430081c1d7c3175d23fa08a7d7ab5bb,UPDATE,STATUS,INACTIVE
036r650q-1597c113d0ffa8baeaedd2b2d25ff248,UPDATE,STATUS,INACTIVE
036r3gx2-99b3535cd6755066ba6079328b152ccb,UPDATE,STATUS,INACTIVE
036r3gx2-6762a2e12d8a072da6bad99f1028abc9,UPDATE,STATUS,INACTIVE
0363550d-7cbecdfbd5954ab15675d30a8324756d,UPDATE,STATUS,INACTIVE
036r3gr7-a4c4a88732a3394025f495041bf74092,UPDATE,STATUS,INACTIVE
036r3gx0-cb51651cd50b4d0a9d48e89313b9acdd,UPDATE,STATUS,INACTIVE
036r3gx0-00773efc37be40e6b11f1a80a3485a47,UPDATE,STATUS,INACTIVE
036r6526-15faac35e5f7b972fd0dbf22b5ce68b5,UPDATE,STATUS,INACTIVE
036bma4v-17871bb327730e1fe5bc07667277643e,UPDATE,STATUS,INACTIVE
036r3gqz-b7c12d13d1b3c3eb38772e83d1ebd107,UPDATE,STATUS,INACTIVE
036r3gqk-6fe485fd10934f1e8addf65aeda8cf44,UPDATE,STATUS,INACTIVE
036r3gqm-748bce9fc8abb2b6abfdc6de706f1871,UPDATE,STATUS,INACTIVE
036r3gqy-45fb0824c993c6415bb551d214e4f4ef,UPDATE,STATUS,INACTIVE
036r652w-ab30753910fed03567f535e147138125,UPDATE,STATUS,INACTIVE
036r3gx3-a0ff940014ea5a603792b9eca625c38b,UPDATE,STATUS,INACTIVE
036r652p-e044695802d24428a12a04e575327fc7,UPDATE,STATUS,INACTIVE
036r6580-5334f79414e19d87f0d839e301c3c420,UPDATE,STATUS,INACTIVE
036r3gx2-a418179885884050b39204d296eff1ac,UPDATE,STATUS,INACTIVE
036r3gqy-4df7dc2c6a3846beaa3db0d8b34a0aec,UPDATE,STATUS,INACTIVE
036r3gxb-e3c72ec0a8944518b01b26b90da92601,UPDATE,STATUS,INACTIVE
036r3gqf-066527fd7c1ececd28cb30d000aa9e5c,UPDATE,STATUS,INACTIVE
036r3gx9-6f992e4dab72da3c0a89e868cf64d434,UPDATE,STATUS,INACTIVE
036r3gx2-91865c78755f0a870dab2e11c8d70c69,UPDATE,STATUS,INACTIVE
036r3gpv-df970b3cbd084723b62f1e3b04217d8a,UPDATE,STATUS,INACTIVE
036r3grs-8d0ffffb171d52a9176a680f0a68bbbf,UPDATE,STATUS,INACTIVE
036r3gqr-94a1996fa169ea327ae1002a36e1cbe1,UPDATE,STATUS,INACTIVE
036r3gx0-e450028d1f1e4a1cb9a0df7a5f93f1f7,UPDATE,STATUS,INACTIVE
036r3gx9-1466de28559e4dff9276a84f6b0b4f1d,UPDATE,STATUS,INACTIVE
036r3gx3-88e0edffc84b29f32d08f2f855452e07,UPDATE,STATUS,INACTIVE
036r3gxb-11ab25c323b61a1b00e7ee4cb57ef7d7,UPDATE,STATUS,INACTIVE
036r3gx3-4d4ecd504a7feb29795d0528fe107695,UPDATE,STATUS,INACTIVE
036r3gr1-3831b3c76f1740938c7143ddecc71d20,UPDATE,STATUS,INACTIVE
036r3gx0-a74172a0c5b24ee78658fbe136871b09,UPDATE,STATUS,INACTIVE
036r3grc-febf2a7ddf3844958ab13476269453ca,UPDATE,STATUS,INACTIVE
036r3gx0-d515f219ed284b61aae2bf19528c4c04,UPDATE,STATUS,INACTIVE
036r3gx0-5c2b7353a6ee665ae2e1b2e8a9605031,UPDATE,STATUS,INACTIVE
036r3gpy-7bb8b22dbf1c32a40cd86a6f40df4119,UPDATE,STATUS,INACTIVE
036r658e-d3ce9dcaeff549518ef4c671b0f8b917,UPDATE,STATUS,INACTIVE
036r6583-5e95669f1145a1fa68bad5bb15f7249b,UPDATE,STATUS,INACTIVE
036r3gx2-16356f169f3f4d48a7fca49fa42219ab,UPDATE,STATUS,INACTIVE
0368lxx5-87a17dfbc44209adf1f153ff76e44f84,UPDATE,STATUS,INACTIVE
036r3gr6-e4bd76eb7e3cc0d4c24e47c586145dd0,UPDATE,STATUS,INACTIVE
036r3gx0-9675d1a2bf7f40e4b0a730e77aa180ed,UPDATE,STATUS,INACTIVE
036a13ed-eb57001e8c7dd59da1ae72c7b1005194,UPDATE,STATUS,INACTIVE
036r3grq-48974d6566774882a2a84bb63d9d4c43,UPDATE,STATUS,INACTIVE
0368lxx5-53669fb4637f0ead4e1b13bae1fb0661,UPDATE,STATUS,INACTIVE
036r3gq8-586bf98e09a851a4fb952f2b285fa2d3,UPDATE,STATUS,INACTIVE
036r3grc-e216a5a9fa0a483eaf4f198197995ab0,UPDATE,STATUS,INACTIVE
036r3grp-fcae247c9f51379fdacb29cdc5e82119,UPDATE,STATUS,INACTIVE
036r3gr9-f130c37addb29ffeb031077e510664c9,UPDATE,STATUS,INACTIVE
036r3grf-20931ef4a69e2dbef8e39e4bb95f4a9a,UPDATE,STATUS,INACTIVE
036r658g-8bb1dd58684b150b8a16ae12c2668bd2,UPDATE,STATUS,INACTIVE
036r3gqu-31dfc9a3df1267240885910010904388,UPDATE,STATUS,INACTIVE
036r3gnr-79a5731ea580d03197fb803486f6732b,UPDATE,STATUS,INACTIVE
036r3grp-1545f9f6dc2b39a6a0104761e510047c,UPDATE,STATUS,INACTIVE
036jx7ps-4622e3f22e29079fd40a04e50889f36b,UPDATE,STATUS,INACTIVE
036r3gx2-61450a3378c54d0f97356ee01ce9cea0,UPDATE,STATUS,INACTIVE
036r3gx3-1ef4fa3ddec24b56b9dd84a1f5bb5b2a,UPDATE,STATUS,INACTIVE
036r3gqp-432ea5229652bc0cf3040b2cdf587989,UPDATE,STATUS,INACTIVE
036r3gx1-978ea055d7af4bd94a67ad49fd5da5aa,UPDATE,STATUS,INACTIVE
036r6581-46071b54477642b5a409a8737a0d785d,UPDATE,STATUS,INACTIVE
036r3grr-7767746bfc7941a0ae311fd5c6d50367,UPDATE,STATUS,INACTIVE
036aabd1-40f81ec569950ef6e3e774191d87246a,UPDATE,STATUS,INACTIVE
036r3gr3-c79606755276412da11f9688e72f179b,UPDATE,STATUS,INACTIVE
036r6586-100268c46af443459eea90300a40b874,UPDATE,STATUS,INACTIVE
036r3grp-155870258fdd4d2397c7965c4c1b6da1,UPDATE,STATUS,INACTIVE
036r6525-61c339a429fd9ca8f3f269ed772c1e3b,UPDATE,STATUS,INACTIVE
036r3gpu-395e44ffed0b4d9b8160c8542bb06d03,UPDATE,STATUS,INACTIVE
036r3gx0-1ea1397f46525120f185c459f635fbf8,UPDATE,STATUS,INACTIVE
03678a6e-12d02c25a86249bf95fa81c5ffbb0a0e,UPDATE,STATUS,INACTIVE
036b1441-5571e07e03daca823571b0fca4f94492,UPDATE,STATUS,INACTIVE
036r3grp-fd82379a092f4fe3bfdf83ce7fb7fede,UPDATE,STATUS,INACTIVE
036jx7ps-ae5352fa7a33030b23fccb9273ba7648,UPDATE,STATUS,INACTIVE
036r3gx0-bbe27b5d1e994076b8886fc85b58df6e,UPDATE,STATUS,INACTIVE
036r3gxd-678cf1fcdecceee8dc7313f5a07a1137,UPDATE,STATUS,INACTIVE
0368lxx5-0a46254dac570ede33ed5a33cfa2de2c,UPDATE,STATUS,INACTIVE
0369c1b4-d6e9c9e6aaeb2a6b828c715406e7ffd3,UPDATE,STATUS,INACTIVE
036r3gx0-6725a078499631218541bca7a53ac2c8,UPDATE,STATUS,INACTIVE
036r3gx1-42af00646069ac1df8c2ec15235d0d95,UPDATE,STATUS,INACTIVE
036r3gxd-4225c6ee1afbfd27f9bb136d034371cf,UPDATE,STATUS,INACTIVE
036r3gx1-025fcd0587cd588172c740f0b2e84718,UPDATE,STATUS,INACTIVE
036r3gx3-236e2c852eade3b1165e3ae9ec065255,UPDATE,STATUS,INACTIVE
036r3gqq-e8889f86a474786340756e9385480609,UPDATE,STATUS,INACTIVE
036r3gxf-91faf26b822d0b8d33bcacd87418e094,UPDATE,STATUS,INACTIVE
036r3gx2-be6fc0adf7d6471b85c0caa6c8c030fd,UPDATE,STATUS,INACTIVE
036r3gx1-d2e41951c4674914a0136562ce25f47c,UPDATE,STATUS,INACTIVE
036r3gxd-1c580217ec56901716881de6eb4478b3,UPDATE,STATUS,INACTIVE
03681e71-ef0bd6b1275231d01b8ff0ee90fac04f,UPDATE,STATUS,INACTIVE
036r3gx2-c08aa543b801eb1a8914062761ec7ad2,UPDATE,STATUS,INACTIVE
036r3gpv-12da8612da8843e89380493c137aea6d,UPDATE,STATUS,INACTIVE
036r3grs-681195de64d540e7bb395d19212782ac,UPDATE,STATUS,INACTIVE
036c7212-bcb6aadb9b29e026bc9e3da174419439,UPDATE,STATUS,INACTIVE
036r3grv-383a250e2d53c95db1ef938845044d89,UPDATE,STATUS,INACTIVE
036r6586-d2be0a80afa157a851d3b3ad38a09387,UPDATE,STATUS,INACTIVE
036r3gqv-f577435f13c309b6aa33c7878fceb41c,UPDATE,STATUS,INACTIVE
036r3gx2-07f193ee79f89b66008ffedb7e87b312,UPDATE,STATUS,INACTIVE
036r3grw-09f8ee3f116fe6dbc9605d83e227777e,UPDATE,STATUS,INACTIVE
036r3grw-7e4a2d5376ae4098bd7ca33a379181aa,UPDATE,STATUS,INACTIVE
0361r4ve-cd502a4a76d70fb30d26daf3ea3bae0c,UPDATE,STATUS,INACTIVE
036r3gry-48e43d171ed8def6e1f0c8d9922d45dc,UPDATE,STATUS,INACTIVE
036r6584-08d9631bd18f227edb155bdf577c77fd,UPDATE,STATUS,INACTIVE
036r3gqr-5d9f0868f01fc6a079e95cb1a4e7a6c3,UPDATE,STATUS,INACTIVE
036r3gx3-2a56a1fe1584ad04516d94b5b53c9f04,UPDATE,STATUS,INACTIVE
0361r4ve-6c64a993426803b938984b469e12fac2,UPDATE,STATUS,INACTIVE
036r650p-204f4902a781b5a63282a9da739a1280,UPDATE,STATUS,INACTIVE
036r3gqq-b108e9ae736443df83eabd849189dbbf,UPDATE,STATUS,INACTIVE
036r6524-662a2edb028c9f192bc9f97ca0afbbf6,UPDATE,STATUS,INACTIVE
036r3grt-fc64e6652efae0f9c49094f2cc21ef94,UPDATE,STATUS,INACTIVE
036r3gx1-13543ad67e364f6caa5e4ca3c586ccc0,UPDATE,STATUS,INACTIVE
036r652j-b3d4c18126d442c1973b5e2dd79ee2b0,UPDATE,STATUS,INACTIVE
0368lxx5-eea7a4edcbb007d1e8a9ff26de552387,UPDATE,STATUS,INACTIVE
036r3grp-43826febefdae2d034f3dfe7946e76e9,UPDATE,STATUS,INACTIVE
036r652n-9df4f3c9a6854d8196989f62e1515c26,UPDATE,STATUS,INACTIVE
036r3gx1-17c29745af554a3cb2a7055a21b69d57,UPDATE,STATUS,INACTIVE
036r3gqy-8e46eab0406de58872d8f9bb8af0e000,UPDATE,STATUS,INACTIVE
036aabd1-f34f8878cb150e230ad9961ce58598b5,UPDATE,STATUS,INACTIVE
036r3grw-dafa916e44ac4d989e9f1b8f7f16a717,UPDATE,STATUS,INACTIVE
036aabd1-1d5bf8567ef707e851e2f6e9435d7acb,UPDATE,STATUS,INACTIVE
036r3gx0-de41196646c252e6d50f711469ac8a9d,UPDATE,STATUS,INACTIVE
036r3gx0-72dd3b7d97a74084a8e037d4388bb218,UPDATE,STATUS,INACTIVE
036r3grp-633bdcf9b2dd4da1b97e95e0288d7419,UPDATE,STATUS,INACTIVE
036r3gx2-d118e2c61da840de95513de3579a2ae8,UPDATE,STATUS,INACTIVE
036r3gx8-a4c2db9afb435d8e2073e8326c3620d9,UPDATE,STATUS,INACTIVE
036r6526-ef24489691ed5fef7289c7b96c364d4f,UPDATE,STATUS,INACTIVE
036r3gx2-b2cf1fcbc24b42338c8141637c11798f,UPDATE,STATUS,INACTIVE
036r3gx2-d6f11994db2d803167282ec792cb7b97,UPDATE,STATUS,INACTIVE
0368lxx5-47759443a01a03db221c07cada5bac34,UPDATE,STATUS,INACTIVE
036r3gr5-bf65203e17834c90adafaed038ecc343,UPDATE,STATUS,INACTIVE
036r3grp-41a05f3cbfa07ce2ad0f8a388fa0e630,UPDATE,STATUS,INACTIVE
036r3grv-d3a03e0475d14749829a7c1a7c1ed99b,UPDATE,STATUS,INACTIVE
036r652q-5229d5c74c6844af85577ba2061d9132,UPDATE,STATUS,INACTIVE
036r3gr7-f77287934cec4d379bf2ca8656dfe4c2,UPDATE,STATUS,INACTIVE
036r3gx2-8255aa6e3a2b117e89065f98b60c35f6,UPDATE,STATUS,INACTIVE
036r3gqq-1bbc164a1f3d47648ee64acef9a2fce1,UPDATE,STATUS,INACTIVE
036r3grc-eac87541a8bb4f259dd8a378e9f54ea5,UPDATE,STATUS,INACTIVE
0361r4ve-b24a9fbb354e024d8ef4d1f3c40db6d1,UPDATE,STATUS,INACTIVE
036r652q-a909be3ed5678976b13a261e3a27e73f,UPDATE,STATUS,INACTIVE
036r3grj-ad79dfc72efa4f289f879598f732ca1b,UPDATE,STATUS,INACTIVE
036r3grq-e55a3c27cdc84374855df382573de79d,UPDATE,STATUS,INACTIVE
036r3gpy-ee3716b17fd045a6b8d3584aaaead6f8,UPDATE,STATUS,INACTIVE
036r3gr5-dc9f23c74eaa04bf49870cbf26feafff,UPDATE,STATUS,INACTIVE
036r3gx2-0dd88a036cb52a76c7d321227bc91cc8,UPDATE,STATUS,INACTIVE
036r3grq-371554c0e52090cf22889e712a3beb6a,UPDATE,STATUS,INACTIVE
036r3gx8-b135341ab9644affa7499fcdc7e50fb8,UPDATE,STATUS,INACTIVE
036r3grh-21880b51abf34a15b3db49480b3f0d43,UPDATE,STATUS,INACTIVE
036r3gqm-f0edd03d93729296f4511139c6bb50c7,UPDATE,STATUS,INACTIVE
036r3gru-3f493691c93bab5e9f4b5a42221bf15b,UPDATE,STATUS,INACTIVE
036r3grj-84c85b7855b3bcc6f554cd9e83162fb9,UPDATE,STATUS,INACTIVE
036r3grv-57e096250c8e5e02336057742d58b86d,UPDATE,STATUS,INACTIVE
036r3gx2-e4a94e62e7a48555a11b6b1c6c0a0ae9,UPDATE,STATUS,INACTIVE
036r3gx0-e63dd82fe287b4ad6e7ac8693a3036c2,UPDATE,STATUS,INACTIVE
036r650h-1090e8297a46416daec89e937897d9c7,UPDATE,STATUS,INACTIVE
036r3grw-553f9b2286cedeeea9ae139518bd0bff,UPDATE,STATUS,INACTIVE
036r3grk-8db90629948628f653954be3dde76ff6,UPDATE,STATUS,INACTIVE
036r652n-fa8cfa589fd11d422a9a8fed50b8fe70,UPDATE,STATUS,INACTIVE
036r3gx4-443718b36d62ca499226ec5d19f93912,UPDATE,STATUS,INACTIVE
036r3grd-e9523dc015e2bfc397289be4e46b8f99,UPDATE,STATUS,INACTIVE
036r3grq-abe46cf2d13dada30e2bba5454edeaa4,UPDATE,STATUS,INACTIVE
036r3gru-9d9588952ffb4e49b3fdab937b4765c5,UPDATE,STATUS,INACTIVE
036r3gx1-a65e817072484c1b92a2677efd6298d7,UPDATE,STATUS,INACTIVE
036bma4v-3c8e9a9d0d0e01a58148ab2cc28d8369,UPDATE,STATUS,INACTIVE
036jx7ps-7def077d5456046d6a9db56fc7b39da9,UPDATE,STATUS,INACTIVE
036r3grq-c024d903989dc7cbe35fa203693bd201,UPDATE,STATUS,INACTIVE
036r3grs-1f2fbab671175b34ced1b0783b108396,UPDATE,STATUS,INACTIVE
036r3gxd-bb54e4da61594cb485fbee143e18e9f0,UPDATE,STATUS,INACTIVE
036r3gx1-24b9c725987244feb889eefcd968ff10,UPDATE,STATUS,INACTIVE
0362ef68-54c6d29f9a399aca3837fb3e6e9ae16d,UPDATE,STATUS,INACTIVE
036r3gr7-e2d33d0df790415595335d3df89577f1,UPDATE,STATUS,INACTIVE
036r3gx0-4ce6883db7def4440a4cf0cc2e473729,UPDATE,STATUS,INACTIVE
036r3gx0-49197ee7e78ab698a8ff55c7d223325d,UPDATE,STATUS,INACTIVE
036r3gx4-670e983be51d49d4d22304877ff112a7,UPDATE,STATUS,INACTIVE
036r3gr1-11d8586417ce4e3e1d4ecda6fa4d189b,UPDATE,STATUS,INACTIVE
036r3gx4-aeffb732b24b8c5b702d3285c5560111,UPDATE,STATUS,INACTIVE
036r3gx3-c4f635d9ad2f66fc7133c4820bcd33e3,UPDATE,STATUS,INACTIVE
036r3gxd-f986758ccc961786ed7339894f0ca199,UPDATE,STATUS,INACTIVE
036r3gxb-23d259b785a23f68aa88456defe661bd,UPDATE,STATUS,INACTIVE
036r3gxd-46f35455df034e0ea2b18ae030a7fc14,UPDATE,STATUS,INACTIVE
0368lxx5-bd50b664de3c0cd897f94a99faacd826,UPDATE,STATUS,INACTIVE
036aabd1-da51b1799f9a086242ed7b9a1a8246b2,UPDATE,STATUS,INACTIVE
036bc403-1f4d09185a84d648816f0196beb382c0,UPDATE,STATUS,INACTIVE
036r3gx0-d5e30bdef967447ca1de51d88e31008d,UPDATE,STATUS,INACTIVE
036r3gx3-ccdf8aabe2c6765daf681e77eaa1243a,UPDATE,STATUS,INACTIVE
0368lxx5-08fd24ecf09e0e016824532d621ddfa3,UPDATE,STATUS,INACTIVE
036r3gx0-de7099a493f4480fb8b3e50568717782,UPDATE,STATUS,INACTIVE
036r3gx0-533e5eed506b3b2c3b8885072d11d0c7,UPDATE,STATUS,INACTIVE
036r3gxd-bcb1ca152137463b9eb70e4521278da5,UPDATE,STATUS,INACTIVE
036r3gx1-8c2c3227cdc56cf2c2abbce57462ea91,UPDATE,STATUS,INACTIVE
036r3grp-25e48f6d12654b6bad61ede7f3950f1e,UPDATE,STATUS,INACTIVE
036r3gry-24771f538a7f4d2c843b9f270aa49894,UPDATE,STATUS,INACTIVE
036r3gx0-ffbf03767b65d3262f023f0fc407485d,UPDATE,STATUS,INACTIVE
036r3gx0-c78dddd8a6ef4cf3adfbeda495a237f4,UPDATE,STATUS,INACTIVE
036r3gx9-f1c9731ee6494ed6bbea425068260edf,UPDATE,STATUS,INACTIVE
036r3grp-bb43ef494c5a1c8c1afb1f107416301f,UPDATE,STATUS,INACTIVE
036r3grx-93f47a5ae7a8e3b1f6dc2b2f43293502,UPDATE,STATUS,INACTIVE
036r3gx0-872d8ac1f282582e7aca8b1e5a7a84df,UPDATE,STATUS,INACTIVE
036r3gx2-3a03c10c3db3ca0291aabb87dd236b72,UPDATE,STATUS,INACTIVE
036r3gxc-7b40b811593e0c5af806a2ad7db8af9e,UPDATE,STATUS,INACTIVE
036r3gx2-36ef96722b94c5390af0a46c583f421a,UPDATE,STATUS,INACTIVE
036r3gx0-4ba6ac2c78b61d2a6c94551a9e2a5268,UPDATE,STATUS,INACTIVE
036r3gx2-b7a5d6bd3c169e9b9726e52bf85fc189,UPDATE,STATUS,INACTIVE
036r3gx1-a81c1573745f2713959e005263da0433,UPDATE,STATUS,INACTIVE
036r3gnq-2ef295fe24941375e44bf934f25411f1,UPDATE,STATUS,INACTIVE
036bad5c-c91ac583fa219b99fa5bf100154bae12,UPDATE,STATUS,INACTIVE
036r3grq-b4a805ee258846efd1f5f3388a599d30,UPDATE,STATUS,INACTIVE
036r3gx2-3965e98698e46b64a09ec6571dec5421,UPDATE,STATUS,INACTIVE
036r3grr-e84d4c2f4980ab729b0aff68dd284af8,UPDATE,STATUS,INACTIVE
036r3gx2-7ff7c5fc6b0e1fa9909804affd5d0113,UPDATE,STATUS,INACTIVE
036r3gqr-c235a150813f70f85d6dc0d0d42e3a0d,UPDATE,STATUS,INACTIVE
036r3grf-e630608289c0036ea13f58b9ebff340f,UPDATE,STATUS,INACTIVE
036r3gqr-d8c0aa8f371a656ad239b677c437c882,UPDATE,STATUS,INACTIVE
036r3gqp-b16de2dd2752806fb5ec2d0a5f3df69b,UPDATE,STATUS,INACTIVE
036r3gnp-6407935552fdb55b4330da636d677bea,UPDATE,STATUS,INACTIVE
036r3gx3-7127ca23e8cb83d5e0c152058ef50574,UPDATE,STATUS,INACTIVE
036r3grq-23c772b1a1b24cca8120c97a6d63d556,UPDATE,STATUS,INACTIVE
036r3gqr-7ceea84931d70ad7d4f01fb80d5dbb2b,UPDATE,STATUS,INACTIVE
036r3gqc-f8135421b05f4297b81a701e1b8cab9b,UPDATE,STATUS,INACTIVE
036r3gx0-07a54ed64e01459aae46819f16c8275a,UPDATE,STATUS,INACTIVE
0361df43-92afded74a0d19aebcb2de5858c298f2,UPDATE,STATUS,INACTIVE
036r3gx3-200e3ef2d0d08e0092cf5bedc8a70b9b,UPDATE,STATUS,INACTIVE
03611896-f89200d8e13326a618493f126364c1f7,UPDATE,STATUS,INACTIVE
036jx7ps-35ea2c7b1d030b30cc67455708c6aae4,UPDATE,STATUS,INACTIVE
0361r4ve-ac92c01bb2230225b4c56206f9f4d8ce,UPDATE,STATUS,INACTIVE
036r3grq-89b93b6180f04de0b0c0f11316415d43,UPDATE,STATUS,INACTIVE
03638bff-6a0cf0e35a4c6e14b4798d3e2469caf3,UPDATE,STATUS,INACTIVE
036r3grv-64ec27cea9564d318c03351f348c0255,UPDATE,STATUS,INACTIVE
036jx7ps-9efa68526f9509859f3583e4b8de1cfc,UPDATE,STATUS,INACTIVE
036jx7ps-73f93186df870283fe57c88b515d6a19,UPDATE,STATUS,INACTIVE
036e140d-8ea02163415ea80aa00363a1c1e53c31,UPDATE,STATUS,INACTIVE
036r3gwc-6da5051517654ace90e1deadfc2ba6bf,UPDATE,STATUS,INACTIVE
036r3grc-414cbfa7a1bf4ceda59db35c3ce3d34a,UPDATE,STATUS,INACTIVE
036r3gpv-fbfc96184039bc73b7c2f9a0f5362482,UPDATE,STATUS,INACTIVE
036r652n-9a75c4b052fc4f488cc5198e92600617,UPDATE,STATUS,INACTIVE
036r3gpv-8a97976d300f0b96e9d6aac944aa20e6,UPDATE,STATUS,INACTIVE
036cefd9-cd711124bdee9a0128da28890446d544,UPDATE,STATUS,INACTIVE
036r3grb-425b3f8d4d2aef11eff75dd2106f2c03,UPDATE,STATUS,INACTIVE
036r3grs-0791645424f9bee67681a54da02a528f,UPDATE,STATUS,INACTIVE
036r3gx0-0d7ea2e1ed55435d8b5ccb1c2a920e53,UPDATE,STATUS,INACTIVE
036r3gpv-e7425e66333541c5a98c055b117613e6,UPDATE,STATUS,INACTIVE
036r3gx8-3e224faeba8c49dda9132786ca4693e1,UPDATE,STATUS,INACTIVE
036r652h-cb315b6a70b889713f9f41f0d4b69d24,UPDATE,STATUS,INACTIVE
036r3gqt-15fcb2c2acea4c6eb14eeedd2a9cf94b,UPDATE,STATUS,INACTIVE
036r3gwb-0ce0908522e4b1c53d339c22b938a1ee,UPDATE,STATUS,INACTIVE
036r3gx2-c1bfeb5816044458b38fa1592117150e,UPDATE,STATUS,INACTIVE
0368lxx5-ab0491e535d80cc68f280dd13d4b6d0d,UPDATE,STATUS,INACTIVE
036r3gqu-2c4416ceddd8443db21d86ef7f4d2d09,UPDATE,STATUS,INACTIVE
036r3gx0-603f84146b31414cb94e973e55f34b7d,UPDATE,STATUS,INACTIVE
036r3gx3-ac8e633cfd584848ad832e6ac9ea286b,UPDATE,STATUS,INACTIVE
036r3grv-612f1020c718fdb4a1a1bef0d58ffc35,UPDATE,STATUS,INACTIVE
036aabd1-514da0bd4afb07fa964a2f325193b03b,UPDATE,STATUS,INACTIVE
036r3gxd-f74d4b6f36d84ed79b628dd518f60166,UPDATE,STATUS,INACTIVE
036r3grw-383244573a22f808f69400769863453f,UPDATE,STATUS,INACTIVE
036r3grh-530300446b364dafa789bc804d202130,UPDATE,STATUS,INACTIVE
036r3gx1-525bd1adea2043e48de27d9c91210e5c,UPDATE,STATUS,INACTIVE
036r3gry-ee05f238746c440f9daf0988750a0d6f,UPDATE,STATUS,INACTIVE
036r3gx8-f08f3b9038864f64a4721ef66f5cec0e,UPDATE,STATUS,INACTIVE
036r3grp-70d55e2542e7444a8bbd60582fb9d116,UPDATE,STATUS,INACTIVE
036r3grp-01853daaa4c744a19bc65ee48883c8e1,UPDATE,STATUS,INACTIVE
036r3gx1-6bb42e57329e4a98b5c6f0da3a7d6b7c,UPDATE,STATUS,INACTIVE
036aabd1-4ffe8cde150c0753a4fc37e78758b068,UPDATE,STATUS,INACTIVE
0368lxx5-b5b7d2b3abde061363956663cd9662cb,UPDATE,STATUS,INACTIVE
036r3gx3-1380ec5dea97758610faa72e54c1da01,UPDATE,STATUS,INACTIVE
036r3gx0-85f01eaf67d24aeda12e620f02776e38,UPDATE,STATUS,INACTIVE
036r3gx1-66e030440297404ba75495de00cd1c01,UPDATE,STATUS,INACTIVE
036r3grd-4bc6dda5d091422c9fa447ce34953d8e,UPDATE,STATUS,INACTIVE
036r3gx9-5ad33189772b478e96d8786ef57e774d,UPDATE,STATUS,INACTIVE
036r3grt-0d3074f5e7dae9ce07236dafeda47a1f,UPDATE,STATUS,INACTIVE
0368lxx5-30bc4dc065930ee729d3638b0ad8b545,UPDATE,STATUS,INACTIVE
036r3gnp-ed298c3923d541c3a9d5894fce27c5e0,UPDATE,STATUS,INACTIVE
036r3gx2-13759a38ee924280a6a620529eb15366,UPDATE,STATUS,INACTIVE
036r3gr1-1d852edae5948a91930c4055b0b3df48,UPDATE,STATUS,INACTIVE
036r3gx2-8ea6a6d777764497b6d8eddc3dc23f47,UPDATE,STATUS,INACTIVE
036r3gqq-b9e6a09cb38f9187d2c94b2d0f1a7375,UPDATE,STATUS,INACTIVE
036r3gx0-cd394135d598fc83f543dd5ea21692bc,UPDATE,STATUS,INACTIVE
036r3gqg-2834fdfd15c343e6bca5b0fe405cf176,UPDATE,STATUS,INACTIVE
036r3gx9-f63c15af3e5e4ae5a9a1e0b03bf86632,UPDATE,STATUS,INACTIVE
036r3gx1-5db1d8af1dac52428b685d49feaacf25,UPDATE,STATUS,INACTIVE
